,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
136,2018,10,NICE VILLE,PARIS LYON,345.15189873400004,161,3,37,44.5878378378,11.5143459916,37,11.5143459916,23,5,24.3243243243,29.7297297297,32.4324324324,13.5135135135,0.0,0.0
137,2018,9,MARSEILLE ST CHARLES,PARIS LYON,196.961995249,422,1,38,44.12982456140001,4.7376880443400005,38,4.7376880443400005,20,12,26.3157894737,34.2105263158,13.1578947368,21.0526315789,2.63157894737,2.63157894737
138,2018,9,NICE VILLE,PARIS LYON,345.378640777,206,0,31,62.0155913978,9.8963592233,31,9.8963592233,19,13,32.2580645161,35.4838709677,9.67741935484,19.3548387097,0.0,3.22580645161
139,2018,9,MARSEILLE ST CHARLES,LYON PART DIEU,108.595419847,533,9,93,31.3827956989,5.23600508906,63,5.23600508906,24,10,15.217391304299998,22.8260869565,28.2608695652,17.3913043478,10.8695652174,5.4347826087
140,2018,7,LA ROCHELLE VILLE,PARIS MONTPARNASSE,174.208530806,244,33,33,33.4813131313,7.709083728279999,24,7.709083728279999,10,4,19.3548387097,41.935483871,25.8064516129,9.67741935484,3.22580645161,0.0
141,2018,7,PARIS MONTPARNASSE,ANGOULEME,132.209756098,231,26,46,24.5134057971,7.867317073169999,31,7.867317073169999,8,3,9.09090909091,20.4545454545,18.1818181818,34.0909090909,4.54545454545,13.6363636364
142,2018,8,VALENCE ALIXAN TGV,PARIS LYON,133.025559105,314,1,79,36.8601265823,9.1863684771,65,9.1863684771,32,8,24.5901639344,24.5901639344,19.6721311475,22.9508196721,4.9180327868900005,3.278688524589999
143,2018,7,TOURS,PARIS MONTPARNASSE,81.4589041096,165,19,38,10.9850877193,3.67431506849,7,3.67431506849,1,0,11.1111111111,33.333333333300004,22.2222222222,22.2222222222,0.0,11.1111111111
144,2018,7,BORDEAUX ST JEAN,PARIS VAUGIRARD,139.360655738,61,0,19,63.4166666667,20.3524590164,12,20.3524590164,7,5,5.26315789474,26.3157894737,42.10526315790001,26.3157894737,0.0,0.0
145,2018,7,PARIS MONTPARNASSE,POITIERS,99.5710843373,480,65,71,21.0453051643,4.69959839357,40,4.69959839357,10,4,14.5161290323,16.1290322581,20.9677419355,32.2580645161,4.83870967742,11.2903225806
146,2018,7,PARIS LYON,CHAMBERY CHALLES LES EAUX,188.820689655,154,9,54,33.0018518519,13.5787356322,43,13.5787356322,24,6,59.5744680851,12.7659574468,2.12765957447,23.4042553191,2.12765957447,0.0
147,2018,7,PARIS LYON,ANNECY,234.396551724,178,4,54,39.8611111111,14.1551724138,54,14.1551724138,29,8,42.8571428571,12.2448979592,8.16326530612,24.4897959184,10.2040816327,2.04081632653
148,2018,7,LYON PART DIEU,MARNE LA VALLEE,109.375912409,287,13,137,31.3742092457,17.064963503599998,102,17.064963503599998,40,13,16.2962962963,21.4814814815,39.2592592593,11.1111111111,6.666666666669999,5.18518518519
149,2018,7,MARNE LA VALLEE,MARSEILLE ST CHARLES,215.696132597,367,5,111,43.0791291291,16.178038674,111,16.178038674,55,18,25.0,27.9411764706,25.0,16.1764705882,2.9411764705900003,2.9411764705900003
150,2018,7,PARIS LYON,NIMES,176.887955182,360,3,127,39.1977690289,15.1858543417,97,15.1858543417,56,19,13.709677419399998,16.1290322581,16.1290322581,48.3870967742,5.645161290319999,0.0
152,2018,8,ST MALO,PARIS MONTPARNASSE,180.710526316,114,0,4,14.7055555556,3.64532163743,4,3.64532163743,2,2,33.333333333300004,0.0,0.0,66.6666666667,0.0,0.0
153,2019,1,BORDEAUX ST JEAN,TOURCOING,301.566666667,31,1,2,33.0,4.96666666667,2,4.96666666667,1,0,0.0,0.0,100.0,0.0,0.0,0.0
154,2019,1,MONTPELLIER,PARIS LYON,209.366013072,309,3,32,42.3052083333,4.23807189542,32,4.23807189542,19,5,59.375,18.75,6.25,12.5,3.125,0.0
155,2018,12,PARIS MONTPARNASSE,ANGOULEME,127.097378277,270,3,38,25.0100877193,4.57184769039,19,4.57184769039,10,3,13.1578947368,21.0526315789,28.9473684211,28.9473684211,2.63157894737,5.26315789474
156,2019,1,PARIS LYON,ZURICH,242.421555556,150,0,23,49.3760869565,9.75511111111,23,9.75511111111,14,4,42.8571428571,33.333333333300004,4.7619047619,19.0476190476,0.0,0.0
157,2018,12,METZ,PARIS EST,85.6151202749,294,3,79,25.352320675100003,7.41025200458,32,7.41025200458,17,8,17.5675675676,12.1621621622,35.1351351351,28.3783783784,2.7027027027,4.05405405405
158,2018,12,VANNES,PARIS MONTPARNASSE,155.453531599,270,1,41,25.1219512195,6.11158612144,20,6.11158612144,8,4,24.3902439024,31.7073170732,21.9512195122,17.0731707317,2.43902439024,2.43902439024
159,2018,12,DIJON VILLE,PARIS LYON,98.6542923434,437,6,37,45.881981982,4.081013147719999,25,4.081013147719999,14,9,46.875,15.625,21.875,6.25,9.375,0.0
160,2018,12,TOURCOING,BORDEAUX ST JEAN,286.0,29,0,6,54.675,12.424137931,6,12.424137931,3,2,16.6666666667,16.6666666667,16.6666666667,50.0,0.0,0.0
161,2019,5,VANNES,PARIS MONTPARNASSE,155.21875,269,13,17,31.6029411765,2.977734375,6,68.0388888889,3,2,40.0,26.6666666667,13.3333333333,6.666666666669999,6.666666666669999,6.666666666669999
162,2019,6,TOURS,PARIS MONTPARNASSE,81.1954022989,178,4,52,33.9980769231,10.8405172414,24,63.3833333333,15,7,18.1818181818,31.818181818200003,20.4545454545,6.818181818179999,4.54545454545,18.1818181818
163,2019,6,PARIS EST,STRASBOURG,116.50499002,501,0,41,36.0272357724,3.1999001996,29,45.724137931,15,7,17.9487179487,15.3846153846,10.2564102564,28.205128205100003,25.641025641,2.5641025641
164,2019,6,PARIS LYON,ANNECY,224.21088435400003,147,0,13,44.0,6.16326530612,13,44.0,5,5,15.3846153846,30.7692307692,15.3846153846,30.7692307692,7.692307692310001,0.0
165,2019,6,PARIS LYON,MONTPELLIER,207.637770898,323,0,27,93.6858024691,8.19778121775,27,93.6858024691,20,16,29.6296296296,29.6296296296,3.7037037037,33.333333333300004,3.7037037037,0.0
166,2019,6,ZURICH,PARIS LYON,233.798611111,144,0,16,68.7302083333,7.649884259260001,16,68.7302083333,11,7,25.0,31.25,25.0,18.75,0.0,0.0
167,2019,5,PARIS LYON,GRENOBLE,186.197309417,223,0,23,43.4347826087,6.2802690583,23,43.4347826087,10,5,30.4347826087,21.7391304348,13.0434782609,26.0869565217,8.69565217391,0.0
168,2019,5,PARIS LYON,LAUSANNE,203.625,144,0,21,27.0452380952,6.198726851849999,20,27.8058333333,6,0,23.8095238095,28.5714285714,33.333333333300004,4.7619047619,9.523809523810002,0.0
169,2015,4,FRANCFORT,PARIS EST,100.125,84,0,26,28.2692307692,11.4285714286,18,34.8333333,9,2,7.692307692310001,7.692307692310001,84.6153846154,0.0,0.0,0.0
170,2018,9,PARIS LYON,TOULON,237.42145593900003,266,5,39,39.158974359,5.549425287359999,39,5.549425287359999,21,7,28.9473684211,15.7894736842,10.5263157895,34.2105263158,2.63157894737,7.894736842109999
171,2018,9,PARIS LYON,GENEVE,193.451658375,201,0,21,43.8746031746,3.89933665008,20,3.89933665008,9,2,5.8823529411800015,5.8823529411800015,23.5294117647,58.8235294118,5.8823529411800015,0.0
172,2018,9,PARIS EST,STUTTGART,182.932528736,146,1,11,37.8060606061,6.11666666667,11,6.11666666667,4,2,20.0,10.0,20.0,50.0,0.0,0.0
173,2018,9,BARCELONA,PARIS LYON,379.249444444,60,0,11,65.7409090909,12.5283333333,11,12.5283333333,9,5,20.0,40.0,10.0,30.0,0.0,0.0
174,2018,9,TOURCOING,MARSEILLE ST CHARLES,304.4,30,0,5,76.9833333333,13.9788888889,5,13.9788888889,4,1,0.0,40.0,40.0,20.0,0.0,0.0
175,2018,9,PARIS LYON,NICE VILLE,348.606796117,208,2,31,36.7016129032,7.56610032362,31,7.56610032362,14,5,32.2580645161,19.3548387097,12.903225806499998,29.0322580645,3.22580645161,3.22580645161
176,2018,11,ST PIERRE DES CORPS,PARIS MONTPARNASSE,63.515625,393,9,118,16.4348870056,5.40503472222,38,5.40503472222,15,5,12.5,22.2222222222,31.9444444444,18.0555555556,2.77777777778,12.5
177,2018,11,LILLE,PARIS NORD,63.4340277778,578,2,96,13.276736111099998,2.40792824074,30,2.40792824074,7,0,11.9565217391,25.0,29.347826087,20.652173913,9.78260869565,3.26086956522
178,2018,11,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.466666667,197,2,21,56.1349206349,6.19735042735,19,6.19735042735,11,6,47.61904761899999,33.333333333300004,9.523809523810002,4.7619047619,4.7619047619,0.0
179,2018,10,PARIS MONTPARNASSE,LAVAL,90.8706467662,201,0,17,14.1588235294,2.9,6,2.9,1,0,15.3846153846,23.0769230769,23.0769230769,30.7692307692,7.692307692310001,0.0
180,2018,10,BORDEAUX ST JEAN,TOURCOING,300.785714286,28,0,6,43.1666666667,11.7142857143,6,11.7142857143,4,1,0.0,0.0,75.0,25.0,0.0,0.0
181,2018,10,LAUSANNE,PARIS LYON,222.698452381,140,0,9,53.1462962963,3.88380952381,9,3.88380952381,5,4,11.1111111111,44.4444444444,33.333333333300004,11.1111111111,0.0,0.0
182,2018,12,POITIERS,PARIS MONTPARNASSE,94.7068062827,391,9,78,17.980982905999998,5.29786212914,32,5.29786212914,16,2,16.363636363599998,30.9090909091,32.7272727273,16.363636363599998,0.0,3.63636363636
183,2018,12,PARIS LYON,DIJON VILLE,96.3022222222,453,3,28,32.6708333333,1.9732962963,23,1.9732962963,11,3,18.5185185185,0.0,0.0,81.4814814815,0.0,0.0
184,2018,12,NANTES,PARIS VAUGIRARD,144.0,14,0,3,15.1166666667,5.416666666669999,2,5.416666666669999,0,0,0.0,0.0,66.6666666667,33.333333333300004,0.0,0.0
186,2018,12,MARSEILLE ST CHARLES,PARIS LYON,201.332613391,466,3,44,37.6390151515,4.505687545,44,4.505687545,20,3,27.2727272727,13.6363636364,13.6363636364,31.818181818200003,9.09090909091,4.54545454545
187,2019,1,PARIS NORD,DOUAI,69.2153846154,198,3,32,17.6890625,1.91136752137,13,1.91136752137,5,1,53.125,15.625,15.625,6.25,9.375,0.0
188,2019,1,STUTTGART,PARIS EST,191.000788288,152,4,32,43.8989583333,11.3523648649,32,11.3523648649,18,5,71.875,0.0,6.25,21.875,0.0,0.0
189,2019,1,PARIS EST,STUTTGART,191.713333333,151,1,35,41.6757142857,12.8358888889,35,12.8358888889,16,4,56.25,3.125,12.5,25.0,3.125,0.0
190,2019,1,LAUSANNE,PARIS LYON,224.554491726,141,0,10,33.2783333333,2.3423167848700004,10,2.3423167848700004,5,0,60.0,10.0,20.0,10.0,0.0,0.0
191,2019,2,GRENOBLE,PARIS LYON,182.847715736,199,2,13,108.351666667,6.890101522839999,13,6.890101522839999,11,7,20.0,70.0,10.0,0.0,0.0,0.0
192,2019,2,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142.282471627,807,14,82,29.4119918699,4.32566204288,55,4.32566204288,20,5,23.0769230769,12.8205128205,29.4871794872,26.9230769231,5.128205128209999,2.5641025641
193,2019,2,PARIS MONTPARNASSE,POITIERS,93.0622406639,484,2,44,16.9515151515,2.42244121715,20,2.42244121715,6,1,17.1428571429,25.7142857143,37.1428571429,14.2857142857,5.71428571429,0.0
194,2019,2,LE MANS,PARIS MONTPARNASSE,60.1846522782,421,4,59,16.7333333333,2.64152677858,17,2.64152677858,9,3,24.3243243243,27.027027027,24.3243243243,18.9189189189,5.40540540541,0.0
195,2019,2,LILLE,LYON PART DIEU,191.151658768,213,2,23,79.2301587302,9.2724328594,23,9.2724328594,11,6,14.2857142857,38.0952380952,23.8095238095,14.2857142857,9.523809523810002,0.0
196,2019,2,REIMS,PARIS EST,46.556149732600005,191,4,29,18.8316091954,2.63939393939,10,2.63939393939,7,2,8.69565217391,26.0869565217,52.1739130435,13.0434782609,0.0,0.0
197,2019,2,POITIERS,PARIS MONTPARNASSE,94.3855421687,421,6,48,14.25,3.41092369478,19,3.41092369478,7,3,24.0,24.0,12.0,24.0,4.0,12.0
198,2019,3,RENNES,PARIS MONTPARNASSE,99.6522435897,632,8,134,25.989800995,6.3046207265,61,6.3046207265,33,14,29.1666666667,22.9166666667,18.75,23.9583333333,2.08333333333,3.125
199,2019,3,LYON PART DIEU,LILLE,190.96744186,215,0,56,31.4568452381,11.182248062,49,11.182248062,15,5,25.925925925900003,29.6296296296,18.5185185185,7.407407407409999,9.259259259260002,9.259259259260002
200,2019,3,MARNE LA VALLEE,MARSEILLE ST CHARLES,216.77238806,269,1,32,43.5822916667,7.461504975119999,32,7.461504975119999,12,6,21.875,25.0,25.0,21.875,6.25,0.0
201,2019,3,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.207920792,202,0,11,23.7484848485,0.6547029702970001,5,0.6547029702970001,2,1,18.1818181818,18.1818181818,36.3636363636,27.2727272727,0.0,0.0
202,2019,3,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.394736842,114,0,12,24.0930555556,4.69005847953,8,4.69005847953,3,0,0.0,25.0,25.0,33.333333333300004,16.6666666667,0.0
203,2019,3,PARIS LYON,MACON LOCHE,96.2025316456,239,2,19,34.7070175439,3.01631504923,14,3.01631504923,7,3,11.1111111111,11.1111111111,11.1111111111,61.1111111111,5.555555555560001,0.0
204,2017,9,PARIS EST,STRASBOURG,116.234939759,333,1,19,21.5324561404,1.5863955823299998,14,24.694047619000003,3,0,21.4285714286,21.4285714286,7.1428571428600005,28.5714285714,21.4285714286,0.0
205,2017,9,PARIS LYON,MACON LOCHE,97.4378109453,201,0,26,25.6634615385,5.1447761194,16,33.8854166667,9,1,0.0,17.3913043478,39.130434782600005,34.7826086957,4.34782608696,4.34782608696
206,2017,9,PARIS LYON,MULHOUSE VILLE,166.758730159,316,1,33,29.6878787879,4.17851851852,25,35.3573333333,13,1,15.3846153846,11.538461538499998,19.2307692308,46.1538461538,3.84615384615,3.84615384615
207,2017,9,VANNES,PARIS MONTPARNASSE,156.027027027,259,0,49,23.5391156463,6.74118404118,29,31.4408045977,7,3,15.0,42.5,25.0,12.5,0.0,5.0
208,2017,9,PARIS EST,FRANCFORT,128.124183007,153,0,17,27.1823529412,3.0424836601300003,14,30.0785714286,6,0,9.09090909091,36.3636363636,18.1818181818,18.1818181818,18.1818181818,0.0
209,2017,1,MACON LOCHE,PARIS LYON,98.9219512195,210,5,26,26.1314102564,3.05317073171,20,30.3458333333,8,0,13.0434782609,30.4347826087,26.0869565217,21.7391304348,4.34782608696,4.34782608696
210,2017,1,PARIS EST,NANCY,95.181184669,289,2,32,33.9369791667,4.1818815331,22,43.840151515200006,13,4,31.034482758600006,3.44827586207,27.5862068966,31.034482758600006,6.896551724139999,0.0
211,2017,1,PARIS MONTPARNASSE,VANNES,197.253521127,213,0,29,35.189655172399995,5.30516431925,21,43.7857142857,10,4,36.0,12.0,8.0,32.0,4.0,8.0
212,2017,7,PERPIGNAN,PARIS LYON,306.080851064,235,0,47,43.4893617021,9.80425531915,47,43.5255319,22,8,43.9024390244,2.43902439024,31.7073170732,9.75609756098,0.0,12.1951219512
213,2017,7,LAVAL,PARIS MONTPARNASSE,88.3125,209,1,60,24.8666666667,7.682692307689999,22,53.6159091,10,7,8.57142857143,31.4285714286,28.5714285714,14.2857142857,11.4285714286,5.71428571429
214,2017,7,NANTES,PARIS MONTPARNASSE,130.284836066,498,10,75,43.12,8.14754098361,52,56.7153846,32,17,17.2413793103,41.3793103448,24.1379310345,12.0689655172,0.0,5.1724137931
215,2017,7,PARIS LYON,ZURICH,224.140939597,149,0,20,45.65,6.65100671141,20,45.5958333,12,6,30.0,10.0,5.0,50.0,5.0,0.0
216,2015,3,LILLE,LYON PART DIEU,193.826086957,277,1,15,30.4,2.80797101449,13,33.0,4,1,6.666666666669999,6.666666666669999,33.333333333300004,26.6666666667,0.0,26.6666666667
217,2015,3,MARSEILLE ST CHARLES,LYON PART DIEU,100.880692168,550,1,85,29.7764705882,7.31329690346,54,39.4444444,20,7,20.7317073171,35.3658536585,24.3902439024,12.1951219512,3.65853658537,3.65853658537
218,2015,2,PARIS LYON,BELLEGARDE (AIN),162.461883408,223,0,47,26.5319148936,7.60538116592,34,31.9117647,8,3,26.0869565217,39.130434782600005,8.69565217391,13.0434782609,8.69565217391,4.34782608696
219,2015,2,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.83902439,206,1,7,30.285714285700003,0.1073170731709999,6,33.1666667,3,0,57.142857142900006,0.0,14.2857142857,28.5714285714,0.0,0.0
220,2015,2,PARIS LYON,NICE VILLE,337.622093023,173,1,22,38.5909090909,7.43604651163,22,38.590909100000005,11,3,21.0526315789,10.5263157895,36.8421052632,21.0526315789,5.26315789474,5.26315789474
221,2015,2,NANTES,STRASBOURG,327.166666667,36,0,2,88.0,6.77777777778,2,88.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0
222,2015,4,AIX EN PROVENCE TGV,PARIS LYON,183.788888889,450,0,52,39.2884615385,6.04222222222,47,42.212766,19,6,34.615384615400004,25.0,5.76923076923,15.3846153846,9.61538461538,9.61538461538
223,2015,4,PARIS LYON,VALENCE ALIXAN TGV,130.575268817,280,1,33,29.303030303000003,5.0931899641600005,23,36.3478261,8,3,18.1818181818,30.303030303000003,6.06060606061,27.2727272727,12.1212121212,6.06060606061
224,2015,4,PARIS MONTPARNASSE,POITIERS,104.262425447,503,0,20,20.65,0.675944333996,10,29.3,5,0,10.0,50.0,10.0,10.0,15.0,5.0
225,2015,4,PARIS MONTPARNASSE,RENNES,130.920289855,552,0,21,27.7619047619,1.49094202899,11,41.7272727,8,1,33.333333333300004,13.3333333333,13.3333333333,26.6666666667,13.3333333333,0.0
226,2015,4,RENNES,PARIS MONTPARNASSE,135.81754386,570,0,25,34.24,1.5140350877200002,16,46.1875,7,4,36.0,28.000000000000004,20.0,12.0,4.0,0.0
227,2015,4,PARIS MONTPARNASSE,ST PIERRE DES CORPS,62.2170022371,447,0,33,14.7272727273,0.7852348993289999,9,29.444444399999995,1,1,20.0,33.333333333300004,16.6666666667,6.666666666669999,20.0,3.3333333333299984
228,2015,4,PARIS NORD,ARRAS,53.0198675497,302,0,20,20.8,0.228476821192,8,36.75,4,1,57.8947368421,5.26315789474,15.7894736842,15.7894736842,5.26315789474,0.0
229,2015,4,ITALIE,PARIS LYON,255.26344086,93,0,9,38.6666666667,4.11827956989,9,38.6666667,1,1,22.2222222222,33.333333333300004,33.333333333300004,11.1111111111,0.0,0.0
230,2015,4,ZURICH,PARIS LYON,141.224137931,174,0,19,29.9473684211,2.42528735632,13,38.230769200000005,5,3,26.3157894737,10.5263157895,31.5789473684,15.7894736842,10.5263157895,5.26315789474
231,2015,8,NICE VILLE,PARIS LYON,338.644067797,296,1,61,50.1475409836,11.2915254237,61,50.147541,31,15,34.4262295082,18.0327868852,21.3114754098,14.7540983607,9.83606557377,1.6393442623
232,2015,8,TOURS,PARIS MONTPARNASSE,78.0320855615,187,0,16,23.0625,2.0,6,45.6666667,3,1,20.0,20.0,6.666666666669999,26.6666666667,13.3333333333,13.3333333333
233,2015,11,PARIS LYON,ANNECY,222.292682927,164,0,14,29.0714285714,2.42073170732,14,29.0714286,5,1,35.7142857143,35.7142857143,7.1428571428600005,21.4285714286,0.0,0.0
234,2015,11,GRENOBLE,PARIS LYON,183.121794872,234,0,17,36.6470588235,1.1153846153799998,15,39.8666667,7,2,11.7647058824,35.29411764709999,5.8823529411800015,29.4117647059,17.6470588235,0.0
235,2015,11,PARIS LYON,LYON PART DIEU,120.711348684,609,1,42,25.3571428571,3.2138157894700004,28,31.9642857,11,4,35.7142857143,21.4285714286,2.38095238095,23.8095238095,14.2857142857,2.38095238095
236,2015,11,RENNES,PARIS MONTPARNASSE,133.43315508,561,0,30,22.2333333333,1.88948306595,19,27.1578947,4,1,43.3333333333,30.0,10.0,10.0,0.0,6.666666666669999
237,2017,12,MARSEILLE ST CHARLES,PARIS LYON,200.590588235,426,1,63,37.1074074074,5.8362745098,49,5.8362745098,30,12,38.3333333333,23.3333333333,13.3333333333,16.6666666667,5.0,3.3333333333299984
238,2017,12,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.3535353535,408,12,126,21.5128306878,8.25496632997,47,8.25496632997,20,8,23.0769230769,28.205128205100003,24.358974359,12.8205128205,5.128205128209999,6.410256410260001
239,2015,9,MONTPELLIER,PARIS LYON,206.02607362,326,0,46,51.9565217391,6.3527607362000005,46,51.9565217,22,10,36.9565217391,41.3043478261,17.3913043478,4.34782608696,0.0,0.0
240,2015,9,PARIS LYON,MULHOUSE VILLE,166.56578947399998,304,0,26,48.0,4.625,18,63.5555556,13,7,34.615384615400004,23.0769230769,3.84615384615,19.2307692308,15.3846153846,3.84615384615
241,2015,9,TOULON,PARIS LYON,236.66017316,232,1,49,43.0204081633,9.7619047619,49,43.020408200000006,26,8,38.6363636364,18.1818181818,11.3636363636,11.3636363636,13.6363636364,6.818181818179999
242,2015,9,ST MALO,PARIS MONTPARNASSE,192.760416667,96,0,7,53.7142857143,4.85416666667,7,53.714285700000005,3,2,16.6666666667,50.0,0.0,16.6666666667,16.6666666667,0.0
243,2015,9,TOULOUSE MATABIAU,PARIS MONTPARNASSE,336.776785714,169,1,31,54.51612903229999,11.4523809524,31,54.51612900000001,14,8,35.7142857143,17.8571428571,14.2857142857,14.2857142857,10.7142857143,7.1428571428600005
244,2015,9,PARIS NORD,LILLE,62.4546925566,621,3,44,31.818181818200003,2.41100323625,24,50.5833333,14,10,47.61904761899999,9.523809523810002,7.1428571428600005,19.0476190476,7.1428571428600005,9.523809523810002
245,2016,3,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.42961165,206,7,12,27.25,0.45145631068,8,34.375,4,0,20.0,0.0,50.0,20.0,10.0,0.0
246,2016,3,MONTPELLIER,PARIS LYON,210.982200647,309,7,30,43.0333333333,3.16181229773,30,43.0333333,19,5,48.275862069,13.7931034483,17.2413793103,13.7931034483,6.896551724139999,0.0
247,2016,3,PARIS MONTPARNASSE,RENNES,130.699443414,539,18,45,45.5111111111,4.01669758813,34,56.3823529,20,11,42.4242424242,21.2121212121,15.151515151500002,0.0,21.2121212121,0.0
248,2016,3,LYON PART DIEU,RENNES,262.303370787,89,1,9,39.8888888889,4.14606741573,9,39.8888889,5,1,44.4444444444,55.5555555556,0.0,0.0,0.0,0.0
249,2015,12,PARIS MONTPARNASSE,QUIMPER,265.83490566,215,3,16,51.375,4.75,16,51.375,12,5,50.0,37.5,6.25,0.0,0.0,6.25
250,2015,12,TOURS,PARIS MONTPARNASSE,74.8509615385,208,0,19,11.947368421099998,1.82211538462,4,22.0,0,0,11.1111111111,27.7777777778,22.2222222222,11.1111111111,22.2222222222,5.555555555560001
251,2015,12,LYON PART DIEU,MONTPELLIER,111.634877384,369,2,46,27.9347826087,3.83378746594,28,37.7857143,15,6,32.6086956522,15.217391304299998,30.4347826087,10.8695652174,6.521739130429999,4.34782608696
252,2016,5,PARIS LYON,MACON LOCHE,96.2066326531,196,0,6,30.6666666667,0.566326530612,5,34.6,2,1,50.0,16.6666666667,0.0,16.6666666667,16.6666666667,0.0
255,2016,1,PARIS LYON,AVIGNON TGV,162.427184466,412,2,21,25.9047619048,1.69417475728,14,32.8571429,6,0,42.8571428571,33.333333333300004,0.0,9.523809523810002,9.523809523810002,4.7619047619
256,2016,1,PARIS LYON,NICE VILLE,337.655882353,170,3,20,43.4,6.08235294118,20,43.4,9,3,45.0,20.0,15.0,10.0,5.0,5.0
257,2016,1,BORDEAUX ST JEAN,PARIS MONTPARNASSE,208.536379019,591,5,35,37.9714285714,2.7461928934,35,37.9714286,16,4,65.7142857143,20.0,11.4285714286,2.85714285714,0.0,0.0
258,2016,1,LAUSANNE,PARIS LYON,180.627358491,106,0,7,32.0,0.679245283019,7,32.0,1,1,14.2857142857,28.5714285714,28.5714285714,0.0,0.0,28.5714285714
